Unb;Mapa;Veiculo;Armazem;Nome Armazem;Cliente;Nome;Endereco;Bairro;Cidade;Cd.Vdr;Pedido;Tipo Mov;Peso Bruto;Hr.Min;Hr.Max;Situacao;
0001;287842;         ;  ;                    ;       18074;WELLES DA SILVA OTO ;R   NAPOLEAO PEIXOTO DOS SANTOS   9     ;BAIRRO ALTO         ;NATIVIDADE DA SERRA ;  206;505282;TROCA      ;     11,10;00:00;00:00;                 
0001;287842;         ;  ;                    ;       19264;VEM QUE TEM BEBIDAS ;AV  DOUTOR FRANCISCO LOUP         458   ;MARESIAS            ;SAO SEBASTIAO       ;  108;505288;TROCA      ;      0,37;00:00;00:00;                 
0001;287842;         ;  ;                    ;       19681;65.447.855 JOAO VICT;R   CARREADOR DA ENSEADA          265   ;JARAGUA             ;SAO SEBASTIAO       ;  109;505374;VENDA      ;     12,73;00:00;00:00;                 
0001;287842;         ;  ;                    ;       19700;ROSA DE SOUZA       ;R   Rua Maximiliano Quintino dos S69    ;PRAIA DA ENSEADA    ;SAO SEBASTIAO       ;  109;505379;VENDA      ;      6,36;00:00;00:00;                 
0001;287842;         ;  ;                    ;       19705;WANDERLEI OLIVEIRA D;AC  ESTRADA DA TOCA               35    ;TOCA                ;ILHABELA            ;  101;505306;VENDA      ;    105,42;00:00;00:00;                 
0001;287842;         ;  ;                    ;       19706;DALILA LOPES        ;R   Rua dos Pescadores            53    ;CENTRO              ;UBATUBA             ;  201;505380;VENDA      ;    126,13;00:00;00:00;                 
0001;287842;         ;  ;                    ;       19707;SEA POKE            ;AV  Avenida Princesa Isabel       809   ;PEREQUE             ;ILHABELA            ;  105;505351;VENDA      ;     99,68;00:00;00:00;                 
0001;287842;         ;  ;                    ;       58607;BAR NAKAMURA        ;R   BALTAZAR FORTES               12    ;CENTRO              ;UBATUBA             ;  201;505308;VENDA      ;      2,00;00:00;00:00;                 
0001;287842;         ;  ;                    ;       59149;IMPERIO CAICARA     ;R   MARIA ALVES VAZ               52    ;TRAVESSAO           ;CARAGUATATUBA       ;  402;505355;BONIFICACAO;     48,84;00:00;00:00;                 
0001;287856;         ;  ;                    ;       11195;MERCEARIA D.R       ;R   JOAO RODRIGUES DO PRADO       310   ;BALNEARIO CALIFORNIA;CARAGUATATUBA       ;  403;505388;TROCA      ;      8,98;00:00;00:00;                 
